Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt i retning Hamna;9860;100;24;24;0;24;99,76;9588;248;94;115;22;17;17;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt i retning Langnestunnelen;12368;100;24;24;0;430;96,52;10611;1327;286;199;752;90;81;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;04.01.2022;Totalt;22228;100;24;24;0;454;97,96;20199;1575;380;314;774;107;98;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;1;2572;100;24;24;0;24;99,07;2467;81;41;25;7;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;2;2625;100;24;24;0;147;94,4;2080;398;38;52;286;22;21;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;3;7212;100;24;24;0;3;99,96;7001;208;89;99;9;11;11;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;4;6670;100;24;24;0;367;94,5;5661;642;208;126;252;56;46;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;6;2956;100;24;24;0;0;100;2576;380;101;59;215;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt i retning Hamna;9787;100;24;24;0;30;99,69;9466;291;130;126;16;19;19;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt i retning Langnestunnelen;12248;100;24;24;0;511;95,83;10319;1418;347;235;753;83;72;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;05.01.2022;Totalt;22035;100;24;24;0;541;97,54;19785;1709;477;361;769;102;91;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;1;2732;100;24;24;0;28;98,98;2597;107;40;51;9;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;2;2769;100;24;24;0;120;95,67;2221;428;40;56;303;29;27;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;3;7351;100;24;24;0;4;99,95;7140;207;86;103;11;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;4;6767;100;24;24;0;364;94,62;5769;634;234;107;241;52;47;5
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;6;3088;100;24;24;0;2;99,94;2668;418;113;90;215;0;0;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt i retning Hamna;10081;100;24;24;0;32;99,68;9736;313;126;153;20;14;14;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt i retning Langnestunnelen;12626;100;24;24;0;486;96,15;10659;1481;387;254;759;81;74;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;06.01.2022;Totalt;22707;100;24;24;0;518;97,72;20395;1794;513;407;779;95;88;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;1;2608;100;24;24;0;19;99,27;2490;99;36;47;6;10;10;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;2;2846;100;24;24;0;136;95,22;2275;435;32;71;300;32;30;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;3;7435;100;24;24;0;4;99,95;7273;158;50;79;18;11;11;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;4;6559;100;24;24;0;448;93,17;5576;535;159;82;240;54;45;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;6;3252;100;24;24;0;2;99,94;2889;361;88;51;219;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt i retning Hamna;10043;100;24;24;0;23;99,77;9762;258;87;126;24;21;21;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt i retning Langnestunnelen;12657;100;24;24;0;586;95,37;10741;1330;278;204;759;89;78;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;07.01.2022;Totalt;22700;100;24;24;0;609;97,32;20503;1588;365;330;783;110;99;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;1;1933;100;24;24;0;16;99,17;1878;39;16;17;4;2;2;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;2;2234;100;24;24;0;8;99,64;1974;252;14;17;209;12;11;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;3;6910;100;24;24;0;6;99,91;6824;80;28;44;3;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;4;6076;100;24;24;0;143;97,65;5603;330;65;54;175;36;31;5
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;6;2391;100;24;24;0;0;100;2190;201;42;24;133;2;2;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt i retning Hamna;8843;100;24;24;0;22;99,75;8702;119;44;61;7;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt i retning Langnestunnelen;10701;100;24;24;0;151;98,59;9767;783;121;95;517;50;44;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;08.01.2022;Totalt;19544;100;24;24;0;173;99,11;18469;902;165;156;524;57;51;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;1;1081;100;24;24;0;17;98,43;1044;20;2;9;6;3;2;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;2;551;100;24;24;0;1;99,82;406;144;3;10;126;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;3;1801;100;24;24;0;0;100;1768;33;9;18;5;1;1;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;4;1944;100;24;24;0;7;99,64;1714;223;25;23;163;12;12;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;6;912;100;24;24;0;1;99,89;780;131;13;8;109;1;1;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt i retning Hamna;2881;100;24;24;0;16;99,44;2812;53;11;27;11;4;3;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt i retning Langnestunnelen;3408;100;24;24;0;10;99,71;2900;498;41;41;398;18;18;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;09.01.2022;Totalt;6289;100;24;24;0;26;99,59;5712;551;52;68;409;22;21;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;1;2637;100;24;24;0;31;98,82;2513;93;31;45;6;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;2;3084;100;24;24;0;138;95,53;2486;460;44;64;313;39;35;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;3;7519;100;24;24;0;5;99,93;7310;204;82;94;13;15;14;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;4;6717;100;24;24;0;429;93,61;5755;533;121;113;225;74;68;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;6;3096;100;24;24;0;0;100;2714;382;96;69;211;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt i retning Hamna;10158;100;24;24;0;37;99,64;9823;298;113;140;19;26;24;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt i retning Langnestunnelen;12895;100;24;24;0;566;95,61;10955;1374;261;245;749;119;109;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;10.01.2022;Totalt;23053;100;24;24;0;603;97,38;20778;1672;374;385;768;145;133;12
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;1;2506;100;24;24;0;28;98,88;2350;128;33;65;23;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;2;2863;100;24;24;0;99;96,54;2362;402;37;61;277;27;23;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;3;7090;100;24;24;0;1;99,99;6929;160;58;83;14;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;4;6531;100;24;24;0;309;95,27;5718;504;107;80;259;58;51;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;6;2809;100;24;24;0;1;99,96;2421;387;80;75;232;0;0;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt i retning Hamna;9595;100;24;24;0;28;99,71;9280;287;92;147;36;12;12;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt i retning Langnestunnelen;12204;100;24;24;0;410;96,64;10500;1294;223;217;769;85;74;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;11.01.2022;Totalt;21799;100;24;24;0;438;97,99;19780;1581;315;364;805;97;86;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;1;2389;100;24;24;0;28;98,83;2265;96;44;37;7;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;2;2668;100;24;24;0;75;97,19;2157;436;34;58;318;26;24;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;3;6978;100;24;24;0;4;99,94;6817;157;60;70;15;12;12;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;4;6711;100;24;24;0;227;96,62;5850;634;217;103;256;58;57;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;6;2651;100;24;24;0;0;100;2302;349;87;47;211;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt i retning Hamna;9368;100;24;24;0;34;99,64;9082;252;104;107;21;20;20;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt i retning Langnestunnelen;12029;100;24;24;0;300;97,51;10309;1420;338;208;786;88;85;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;12.01.2022;Totalt;21397;100;24;24;0;334;98,44;19391;1672;442;315;807;108;105;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;1;2466;100;24;24;0;25;98,99;2334;107;40;47;9;11;11;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;2;2835;100;24;24;0;119;95,8;2279;437;52;63;294;28;27;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;3;7126;100;24;24;0;4;99,94;6923;199;70;108;12;9;9;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;4;6540;100;24;24;0;336;94,86;5594;610;179;122;252;57;54;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;6;2886;100;24;24;0;0;100;2484;402;93;83;220;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt i retning Hamna;9592;100;24;24;0;30;99,69;9256;306;110;154;22;20;20;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt i retning Langnestunnelen;12261;100;24;24;0;454;96,3;10358;1449;324;269;765;91;87;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;13.01.2022;Totalt;21853;100;24;24;0;484;97,79;19614;1755;434;423;787;111;107;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;1;2512;100;24;24;0;31;98,77;2380;101;35;54;6;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;2;2916;100;24;24;0;162;94,44;2325;429;40;65;297;27;25;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;3;7638;100;24;24;0;2;99,97;7455;181;57;98;17;9;9;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;4;6639;100;24;24;0;458;93,1;5625;556;158;94;255;49;47;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;6;3254;100;24;24;0;2;99,94;2841;411;109;87;208;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt i retning Hamna;10151;100;24;24;0;32;99,68;9835;284;93;153;23;15;15;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt i retning Langnestunnelen;12808;100;24;24;0;623;95,14;10791;1394;306;245;760;83;79;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;14.01.2022;Totalt;22959;100;24;24;0;655;97,15;20626;1678;399;398;783;98;94;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;1;2097;100;24;24;0;17;99,19;2030;50;12;32;2;4;3;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;2;2350;100;24;24;0;28;98,81;2066;256;18;26;202;10;9;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;3;7094;100;24;24;0;16;99,77;6991;87;26;52;4;5;4;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;4;6057;100;24;24;0;220;96,37;5501;336;73;54;181;28;23;5
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;6;2487;100;24;24;0;1;99,96;2265;221;55;35;129;2;2;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt i retning Hamna;9192;100;24;24;0;33;99,64;9022;137;38;84;6;9;7;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt i retning Langnestunnelen;10893;100;24;24;0;249;97,71;9831;813;146;115;512;40;34;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;15.01.2022;Totalt;20085;100;24;24;0;282;98,6;18853;950;184;199;518;49;41;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;1;1269;100;24;24;0;12;99,05;1230;27;4;13;5;5;4;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;2;566;100;24;24;0;2;99,65;413;151;5;12;126;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;3;1629;100;24;24;0;0;100;1571;58;19;26;6;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;4;1939;100;24;24;0;9;99,54;1698;232;36;27;158;11;11;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;6;831;100;24;24;0;2;99,76;678;151;14;19;114;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt i retning Hamna;2900;100;24;24;0;12;99,59;2801;87;23;39;11;14;13;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt i retning Langnestunnelen;3334;100;24;24;0;13;99,61;2789;532;55;58;398;21;21;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;16.01.2022;Totalt;6234;100;24;24;0;25;99,6;5590;619;78;97;409;35;34;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;17.01.2022;1;2732;100;24;24;0;18;99,34;2609;105;44;41;12;8;7;1
